"AnimalID"	"Session"	"TrapID"	"Year"	"Session.1"	"Mod_Ses"	"Sex"
3	"2017_6"	"Tsagaan tokhoi"	2017	10	6	"M"
4	"2017_2"	"Suujiin bulag"	2017	4	2	"M"
4	"2017_2"	"Mukhar zadgai "	2017	5	2	"M"
4	"2017_6"	"Khatuu bulag"	2017	10	6	"M"
5	"2009_1"	"Mazaalain shand"	2009	2	1	"M"
5	"2009_1"	"Mazaalain shand"	2009	2	1	"M"
5	"2009_1"	"Mazaalain shand"	2009	2	1	"M"
5	"2009_2"	"Shar khuls"	2009	3	2	"M"
5	"2009_2"	"Shar khuls"	2009	3	2	"M"
5	"2009_2"	"Shar khuls"	2009	3	2	"M"
5	"2009_2"	"Shar khuls"	2009	3	2	"M"
5	"2009_2"	"Khushuut"	2009	3	2	"M"
5	"2009_2"	"Khushuut"	2009	3	2	"M"
5	"2009_2"	"Khushuut"	2009	3	2	"M"
5	"2009_3"	"Khushuut"	2009	4	3	"M"
5	"2009_4"	"Khukh khuls"	2009	6	4	"M"
5	"2013_1"	"Mazaalain shand"	2013	1	1	"M"
5	"2013_1"	"Mazaalain shand"	2013	1	1	"M"
5	"2013_1"	"Tsagaan tokhoi"	2013	1	1	"M"
5	"2013_1"	"Mazaalain shand"	2013	1	1	"M"
5	"2013_2"	"Khushuut"	2013	2	2	"M"
5	"2013_2"	"Mazaalain shand"	2013	2	2	"M"
5	"2013_3"	"Khushuut"	2013	3	3	"M"
5	"2013_3"	"Khushuut"	2013	3	3	"M"
5	"2013_3"	"Shar khuls"	2013	3	3	"M"
5	"2013_3"	"Shar khuls"	2013	3	3	"M"
5	"2013_3"	"Shar khuls"	2013	3	3	"M"
5	"2013_3"	"Khushuut"	2013	3	3	"M"
5	"2013_3"	"Khushuut"	2013	3	3	"M"
5	"2013_3"	"Khushuut"	2013	3	3	"M"
5	"2013_4"	"Khushuut"	2013	4	4	"M"
5	"2013_4"	"Khushuut"	2013	4	4	"M"
5	"2013_4"	"Shar khuls"	2013	4	4	"M"
5	"2013_4"	"Khushuut"	2013	4	4	"M"
5	"2013_4"	"Shar khuls"	2013	5	4	"M"
5	"2013_4"	"Shar khuls"	2013	5	4	"M"
5	"2013_4"	"Khushuut"	2013	5	4	"M"
5	"2013_4"	"Khushuut"	2013	5	4	"M"
5	"2013_4"	"Khushuut"	2013	5	4	"M"
5	"2013_4"	"Khushuut"	2013	5	4	"M"
5	"2013_4"	"Khushuut"	2013	5	4	"M"
5	"2013_4"	"Khushuut"	2013	5	4	"M"
5	"2013_4"	"Khushuut"	2013	5	4	"M"
5	"2013_4"	"Shar khuls"	2013	5	4	"M"
5	"2013_4"	"Shar khuls"	2013	5	4	"M"
5	"2017_1"	"Shar khuls"	2017	2	1	"M"
5	"2017_2"	"Mazaalain shand"	2017	4	2	"M"
5	"2017_2"	"Mazaalain shand"	2017	4	2	"M"
5	"2017_3"	"Tsagaan tokhoi"	2017	6	3	"M"
5	"2017_3"	"Tsagaan tokhoi"	2017	6	3	"M"
5	"2017_4"	"Tsagaan tokhoi"	2017	8	4	"M"
5	"2017_4"	"Tsagaan tokhoi"	2017	8	4	"M"
5	"2017_5"	"Khutul us"	2017	9	5	"M"
5	"2017_5"	"Khutul us"	2017	9	5	"M"
5	"2017_5"	"Khutul us"	2017	9	5	"M"
5	"2017_6"	"Shar khuls"	2017	10	6	"M"
5	"2017_6"	"Bogts tsagaan ders"	2017	10	6	"M"
6	"2009_4"	"Tsagaan burgas"	2009	6	4	"M"
6	"2009_4"	"Tsagaan burgas"	2009	6	4	"M"
6	"2013_4"	"Tsagaan burgas"	2013	5	4	"M"
6	"2013_4"	"Tsagaan burgas"	2013	5	4	"M"
6	"2013_4"	"Khutul us"	2013	5	4	"M"
6	"2013_4"	"Khutul us"	2013	5	4	"M"
6	"2013_4"	"Tsagaan burgas"	2013	5	4	"M"
6	"2013_5"	"Khutul us"	2013	6	5	"M"
6	"2013_5"	"Tsagaan burgas"	2013	6	5	"M"
6	"2013_5"	"Tsagaan tokhoi"	2013	6	5	"M"
6	"2013_5"	"Tsagaan tokhoi"	2013	6	5	"M"
6	"2013_5"	"Tsagaan tokhoi"	2013	6	5	"M"
6	"2013_5"	"Tsagaan tokhoi"	2013	6	5	"M"
6	"2013_5"	"Tsagaan tokhoi"	2013	6	5	"M"
6	"2013_5"	"Tsagaan tokhoi"	2013	6	5	"M"
6	"2013_5"	"Shar khuls"	2013	6	5	"M"
6	"2013_5"	"Shar khuls"	2013	6	5	"M"
6	"2013_5"	"Shar khuls"	2013	6	5	"M"
6	"2013_5"	"Tsagaan tokhoi"	2013	6	5	"M"
6	"2013_5"	"Tsagaan tokhoi"	2013	6	5	"M"
6	"2017_2"	"Mukhar zadgai "	2017	4	2	"M"
6	"2017_2"	"Mukhar zadgai "	2017	4	2	"M"
6	"2017_2"	"Suujiin bulag"	2017	5	2	"M"
6	"2017_2"	"Mukhar zadgai "	2017	5	2	"M"
6	"2017_3"	"Mukhar zadgai "	2017	6	3	"M"
6	"2017_3"	"Mukhar zadgai "	2017	6	3	"M"
6	"2017_3"	"Mukhar zadgai "	2017	6	3	"M"
6	"2017_3"	"Mukhar zadgai "	2017	6	3	"M"
6	"2017_3"	"Mukhar zadgai "	2017	6	3	"M"
6	"2017_3"	"Mukhar zadgai "	2017	6	3	"M"
7	"2017_3"	"Baruun tooroi"	2017	6	3	"F"
7	"2017_3"	"Baruun tooroi"	2017	6	3	"F"
7	"2017_6"	"Baruun tooroi"	2017	10	6	"F"
7	"2017_6"	"Baruun tooroi"	2017	10	6	"F"
7	"2017_6"	"Baruun tooroi"	2017	10	6	"F"
7	"2017_6"	"Baruun tooroi"	2017	10	6	"F"
7	"2017_6"	"Baruun tooroi"	2017	10	6	"F"
7	"2017_6"	"Baruun tooroi"	2017	10	6	"F"
7	"2017_6"	"Baruun tooroi"	2017	10	6	"F"
8	"2013_1"	"Tsagaan tokhoi"	2013	1	1	"M"
8	"2013_1"	"Tsagaan tokhoi"	2013	1	1	"M"
8	"2013_1"	"Tsagaan tokhoi"	2013	1	1	"M"
8	"2013_1"	"Tsagaan tokhoi"	2013	1	1	"M"
8	"2013_1"	"Tsagaan tokhoi"	2013	1	1	"M"
8	"2013_1"	"Tsagaan tokhoi"	2013	1	1	"M"
8	"2013_1"	"Tsagaan tokhoi"	2013	1	1	"M"
8	"2013_1"	"Tsagaan tokhoi"	2013	1	1	"M"
8	"2013_1"	"Khutul us"	2013	1	1	"M"
8	"2013_2"	"Shar khuls"	2013	2	2	"M"
8	"2013_2"	"Shar khuls"	2013	2	2	"M"
8	"2013_2"	"Shar khuls"	2013	2	2	"M"
8	"2013_2"	"Shar khuls"	2013	2	2	"M"
8	"2013_2"	"Khushuut"	2013	2	2	"M"
8	"2013_2"	"Khushuut"	2013	2	2	"M"
8	"2013_2"	"Khushuut"	2013	2	2	"M"
8	"2013_2"	"Khushuut"	2013	2	2	"M"
8	"2013_2"	"Khushuut"	2013	2	2	"M"
8	"2013_2"	"Khushuut"	2013	2	2	"M"
8	"2013_2"	"Khushuut"	2013	2	2	"M"
8	"2013_2"	"Khushuut"	2013	2	2	"M"
8	"2013_2"	"Khushuut"	2013	2	2	"M"
8	"2013_2"	"Khushuut"	2013	2	2	"M"
8	"2013_2"	"Khushuut"	2013	2	2	"M"
8	"2013_2"	"Khushuut"	2013	2	2	"M"
8	"2013_2"	"Khushuut"	2013	2	2	"M"
8	"2013_2"	"Khushuut"	2013	2	2	"M"
8	"2013_2"	"Khushuut"	2013	2	2	"M"
8	"2013_2"	"Shar khuls"	2013	2	2	"M"
8	"2013_2"	"Shar khuls"	2013	2	2	"M"
8	"2013_2"	"Tsagaan tokhoi"	2013	2	2	"M"
8	"2013_2"	"Khushuut"	2013	2	2	"M"
8	"2013_2"	"Khushuut"	2013	2	2	"M"
8	"2013_2"	"Khushuut"	2013	2	2	"M"
8	"2013_2"	"Shar khuls"	2013	2	2	"M"
8	"2013_2"	"Shar khuls"	2013	2	2	"M"
8	"2013_2"	"Tsagaan tokhoi"	2013	2	2	"M"
8	"2013_3"	"Khutul us"	2013	3	3	"M"
8	"2013_3"	"Khutul us"	2013	3	3	"M"
8	"2013_3"	"Tsagaan tokhoi"	2013	3	3	"M"
8	"2013_3"	"Tsagaan tokhoi"	2013	3	3	"M"
8	"2013_3"	"Tsagaan tokhoi"	2013	3	3	"M"
8	"2013_3"	"Tsagaan tokhoi"	2013	3	3	"M"
8	"2013_3"	"Tsagaan tokhoi"	2013	3	3	"M"
8	"2013_3"	"Tsagaan tokhoi"	2013	3	3	"M"
8	"2013_3"	"Tsagaan tokhoi"	2013	3	3	"M"
8	"2013_3"	"Tsagaan burgas"	2013	3	3	"M"
8	"2013_3"	"Tsagaan tokhoi"	2013	3	3	"M"
8	"2013_4"	"Shar khuls"	2013	4	4	"M"
8	"2013_4"	"Tsagaan burgas"	2013	4	4	"M"
8	"2013_4"	"Tsagaan burgas"	2013	4	4	"M"
8	"2013_4"	"Tsagaan burgas"	2013	4	4	"M"
8	"2013_4"	"Khutul us"	2013	4	4	"M"
8	"2013_4"	"Khutul us"	2013	5	4	"M"
8	"2013_4"	"Khutul us"	2013	5	4	"M"
8	"2013_4"	"Tsagaan tokhoi"	2013	5	4	"M"
8	"2013_4"	"Tsagaan tokhoi"	2013	5	4	"M"
8	"2013_4"	"Tsagaan tokhoi"	2013	5	4	"M"
8	"2013_5"	"Khutul us"	2013	6	5	"M"
8	"2013_5"	"Khutul us"	2013	6	5	"M"
8	"2013_5"	"Khutul us"	2013	6	5	"M"
8	"2017_1"	"Khutul us"	2017	1	1	"M"
8	"2017_1"	"Khutul us"	2017	1	1	"M"
8	"2017_1"	"Tsagaan burgas"	2017	1	1	"M"
8	"2017_1"	"Tsagaan burgas"	2017	1	1	"M"
8	"2017_1"	"Tsagaan burgas"	2017	1	1	"M"
8	"2017_1"	"Khutul us"	2017	2	1	"M"
8	"2017_1"	"Tsagaan burgas"	2017	2	1	"M"
8	"2017_1"	"Suujiin bulag"	2017	2	1	"M"
8	"2017_1"	"Suujiin bulag"	2017	2	1	"M"
8	"2017_1"	"Suujiin bulag"	2017	2	1	"M"
8	"2017_1"	"Suujiin bulag"	2017	2	1	"M"
8	"2017_1"	"Suujiin bulag"	2017	2	1	"M"
8	"2017_2"	"Tsagaan tokhoi"	2017	4	2	"M"
8	"2017_2"	"Tsagaan tokhoi"	2017	4	2	"M"
8	"2017_2"	"Tsagaan tokhoi"	2017	4	2	"M"
8	"2017_2"	"Shar khuls"	2017	4	2	"M"
8	"2017_2"	"Tsagaan tokhoi"	2017	4	2	"M"
8	"2017_2"	"Tsagaan tokhoi"	2017	4	2	"M"
8	"2017_2"	"Suujiin bulag"	2017	4	2	"M"
8	"2017_2"	"Suujiin bulag"	2017	4	2	"M"
8	"2017_2"	"Suujiin bulag"	2017	4	2	"M"
8	"2017_2"	"Altan tevsh"	2017	5	2	"M"
8	"2017_2"	"Suujiin bulag"	2017	5	2	"M"
8	"2017_2"	"Suujiin bulag"	2017	5	2	"M"
8	"2017_2"	"Suujiin bulag"	2017	5	2	"M"
8	"2017_2"	"Suujiin bulag"	2017	5	2	"M"
8	"2017_2"	"Suujiin bulag"	2017	5	2	"M"
8	"2017_2"	"Suujiin bulag"	2017	5	2	"M"
8	"2017_2"	"Suujiin bulag"	2017	5	2	"M"
8	"2017_2"	"Suujiin bulag"	2017	5	2	"M"
8	"2017_2"	"Suujiin bulag"	2017	5	2	"M"
8	"2017_2"	"Suujiin bulag"	2017	5	2	"M"
8	"2017_2"	"Suujiin bulag"	2017	5	2	"M"
8	"2017_2"	"Suujiin bulag"	2017	5	2	"M"
8	"2017_2"	"Altan tevsh"	2017	5	2	"M"
8	"2017_2"	"Altan tevsh"	2017	5	2	"M"
8	"2017_2"	"Altan tevsh"	2017	5	2	"M"
8	"2017_2"	"Altan tevsh"	2017	5	2	"M"
8	"2017_2"	"Suujiin bulag"	2017	5	2	"M"
8	"2017_2"	"Suujiin bulag"	2017	5	2	"M"
8	"2017_3"	"Suujiin bulag"	2017	6	3	"M"
8	"2017_3"	"Suujiin bulag"	2017	6	3	"M"
8	"2017_3"	"Suujiin bulag"	2017	6	3	"M"
8	"2017_3"	"Suujiin bulag"	2017	6	3	"M"
8	"2017_3"	"Suujiin bulag"	2017	6	3	"M"
8	"2017_3"	"Suujiin bulag"	2017	6	3	"M"
8	"2017_3"	"Suujiin bulag"	2017	6	3	"M"
8	"2017_3"	"Suujiin bulag"	2017	6	3	"M"
8	"2017_3"	"Suujiin bulag"	2017	6	3	"M"
8	"2017_3"	"Altan tevsh"	2017	6	3	"M"
8	"2017_3"	"Khatuu bulag"	2017	6	3	"M"
8	"2017_3"	"Khatuu bulag"	2017	6	3	"M"
8	"2017_3"	"Khatuu bulag"	2017	6	3	"M"
8	"2017_3"	"Khatuu bulag"	2017	6	3	"M"
8	"2017_3"	"Khatuu bulag"	2017	6	3	"M"
8	"2017_3"	"Suujiin bulag"	2017	7	3	"M"
8	"2017_3"	"Suujiin bulag"	2017	7	3	"M"
8	"2017_4"	"Khatuu bulag"	2017	8	4	"M"
8	"2017_4"	"Khatuu bulag"	2017	8	4	"M"
8	"2017_4"	"Khatuu bulag"	2017	8	4	"M"
8	"2017_4"	"Khatuu bulag"	2017	8	4	"M"
8	"2017_4"	"Khatuu bulag"	2017	8	4	"M"
8	"2017_5"	"Tsagaan burgas"	2017	9	5	"M"
8	"2017_5"	"Tsagaan burgas"	2017	9	5	"M"
8	"2017_5"	"Tsagaan burgas"	2017	9	5	"M"
8	"2017_5"	"Khutul us"	2017	9	5	"M"
8	"2017_5"	"Tsagaan tokhoi"	2017	9	5	"M"
8	"2017_5"	"Khutul us"	2017	9	5	"M"
8	"2017_5"	"Khutul us"	2017	9	5	"M"
8	"2017_5"	"Khutul us"	2017	9	5	"M"
8	"2017_5"	"Khutul us"	2017	9	5	"M"
8	"2017_5"	"Khutul us"	2017	9	5	"M"
8	"2017_6"	"Khatuu bulag"	2017	10	6	"M"
8	"2017_6"	"Khatuu bulag"	2017	10	6	"M"
8	"2017_6"	"Khutul us"	2017	10	6	"M"
8	"2017_6"	"Khatuu bulag"	2017	10	6	"M"
9	"2013_1"	"Mazaalain shand"	2013	1	1	"M"
9	"2013_1"	"Mazaalain shand"	2013	1	1	"M"
9	"2013_1"	"Mazaalain shand"	2013	1	1	"M"
9	"2013_1"	"Mazaalain shand"	2013	1	1	"M"
9	"2013_1"	"Mazaalain shand"	2013	1	1	"M"
9	"2013_1"	"Mazaalain shand"	2013	1	1	"M"
9	"2013_1"	"Mazaalain shand"	2013	1	1	"M"
9	"2013_1"	"Mazaalain shand"	2013	1	1	"M"
9	"2013_1"	"Mazaalain shand"	2013	1	1	"M"
9	"2013_2"	"Mazaalain shand"	2013	2	2	"M"
9	"2013_2"	"Mazaalain shand"	2013	2	2	"M"
9	"2013_2"	"Mazaalain shand"	2013	2	2	"M"
9	"2013_2"	"Mazaalain shand"	2013	2	2	"M"
9	"2013_2"	"Mazaalain shand"	2013	2	2	"M"
9	"2013_3"	"Mazaalain shand"	2013	3	3	"M"
9	"2013_3"	"Khushuut"	2013	3	3	"M"
9	"2013_4"	"Mazaalain shand"	2013	5	4	"M"
9	"2013_4"	"Mazaalain shand"	2013	5	4	"M"
9	"2013_4"	"Mazaalain shand"	2013	5	4	"M"
9	"2013_5"	"Mazaalain shand"	2013	6	5	"M"
9	"2013_5"	"Mazaalain shand"	2013	6	5	"M"
9	"2013_5"	"Mazaalain shand"	2013	6	5	"M"
9	"2013_5"	"Mazaalain shand"	2013	6	5	"M"
9	"2017_1"	"Khushuut"	2017	1	1	"M"
9	"2017_1"	"Khushuut"	2017	2	1	"M"
9	"2017_1"	"Khushuut"	2017	2	1	"M"
9	"2017_2"	"Khushuut"	2017	3	2	"M"
9	"2017_2"	"Khushuut"	2017	3	2	"M"
9	"2017_2"	"Khushuut"	2017	3	2	"M"
9	"2017_2"	"Khushuut"	2017	3	2	"M"
9	"2017_2"	"Khushuut"	2017	3	2	"M"
9	"2017_2"	"Khushuut"	2017	3	2	"M"
9	"2017_2"	"Khushuut"	2017	3	2	"M"
9	"2017_2"	"Khushuut"	2017	4	2	"M"
9	"2017_2"	"Khushuut"	2017	4	2	"M"
9	"2017_2"	"Khushuut"	2017	4	2	"M"
9	"2017_2"	"Khushuut"	2017	4	2	"M"
9	"2017_2"	"Khushuut"	2017	4	2	"M"
9	"2017_2"	"Khushuut"	2017	4	2	"M"
9	"2017_2"	"Mazaalain shand"	2017	5	2	"M"
9	"2017_2"	"Mazaalain shand"	2017	5	2	"M"
9	"2017_2"	"Khushuut"	2017	5	2	"M"
9	"2017_2"	"Khushuut"	2017	5	2	"M"
9	"2017_4"	"Khushuut"	2017	8	4	"M"
9	"2017_4"	"Khushuut"	2017	8	4	"M"
9	"2017_5"	"Mazaalain shand"	2017	9	5	"M"
9	"2017_6"	"Khushuut"	2017	10	6	"M"
10	"2017_1"	"Khatuu bulag"	2017	2	1	"M"
10	"2017_1"	"Khatuu bulag"	2017	2	1	"M"
10	"2017_1"	"Khatuu bulag"	2017	2	1	"M"
10	"2017_1"	"Khatuu bulag"	2017	2	1	"M"
10	"2017_1"	"Altan tevsh"	2017	2	1	"M"
10	"2017_1"	"Khatuu bulag"	2017	2	1	"M"
10	"2017_2"	"Khatuu bulag"	2017	4	2	"M"
10	"2017_2"	"Khatuu bulag"	2017	4	2	"M"
10	"2017_2"	"Khatuu bulag"	2017	4	2	"M"
10	"2017_2"	"Altan tevsh"	2017	4	2	"M"
10	"2017_2"	"Khatuu bulag"	2017	4	2	"M"
10	"2017_2"	"Khatuu bulag"	2017	4	2	"M"
10	"2017_2"	"Altan tevsh"	2017	5	2	"M"
10	"2017_2"	"Altan tevsh"	2017	5	2	"M"
10	"2017_2"	"Khatuu bulag"	2017	5	2	"M"
10	"2017_2"	"Khatuu bulag"	2017	5	2	"M"
10	"2017_2"	"Khatuu bulag"	2017	5	2	"M"
10	"2017_2"	"Khatuu bulag"	2017	5	2	"M"
10	"2017_3"	"Altan tevsh"	2017	6	3	"M"
10	"2017_3"	"Khatuu bulag"	2017	6	3	"M"
10	"2017_3"	"Khatuu bulag"	2017	6	3	"M"
11	"2009_3"	"Khushuut"	2009	4	3	"F"
11	"2009_3"	"Khushuut"	2009	4	3	"F"
11	"2009_3"	"Khushuut"	2009	4	3	"F"
11	"2009_3"	"Khushuut"	2009	4	3	"F"
11	"2009_3"	"Khushuut"	2009	4	3	"F"
11	"2009_4"	"Bogts tsagaan ders"	2009	6	4	"F"
11	"2009_4"	"Bogts tsagaan ders"	2009	6	4	"F"
11	"2009_4"	"Baruun tooroi"	2009	6	4	"F"
11	"2009_4"	"Mazaalain shand"	2009	6	4	"F"
11	"2013_4"	"Bogts tsagaan ders"	2013	4	4	"F"
11	"2017_1"	"Baruun tooroi"	2017	2	1	"F"
11	"2017_1"	"Baruun tooroi"	2017	2	1	"F"
11	"2017_2"	"Bogts tsagaan ders"	2017	4	2	"F"
11	"2017_2"	"Bogts tsagaan ders"	2017	4	2	"F"
11	"2017_2"	"Bogts tsagaan ders"	2017	4	2	"F"
11	"2017_2"	"Bogts tsagaan ders"	2017	4	2	"F"
11	"2017_2"	"Bogts tsagaan ders"	2017	4	2	"F"
11	"2017_2"	"Bogts tsagaan ders"	2017	4	2	"F"
11	"2017_2"	"Bogts tsagaan ders"	2017	4	2	"F"
11	"2017_2"	"Bogts tsagaan ders"	2017	4	2	"F"
11	"2017_2"	"Bogts tsagaan ders"	2017	4	2	"F"
11	"2017_2"	"Bogts tsagaan ders"	2017	4	2	"F"
11	"2017_2"	"Bogts tsagaan ders"	2017	4	2	"F"
11	"2017_2"	"Baruun tooroi"	2017	5	2	"F"
11	"2017_2"	"Baruun tooroi"	2017	5	2	"F"
12	"2013_1"	"Shar khuls"	2013	1	1	"F"
12	"2013_1"	"Shar khuls"	2013	1	1	"F"
12	"2013_1"	"Shar khuls"	2013	1	1	"F"
12	"2013_1"	"Shar khuls"	2013	1	1	"F"
12	"2013_1"	"Tsagaan tokhoi"	2013	1	1	"F"
12	"2013_1"	"Tsagaan tokhoi"	2013	1	1	"F"
12	"2013_2"	"Altan tevsh"	2013	2	2	"F"
12	"2013_3"	"Tsagaan tokhoi"	2013	3	3	"F"
13	"2013_2"	"Shar khuls"	2013	2	2	"F"
13	"2013_2"	"Tsagaan tokhoi"	2013	2	2	"F"
13	"2013_2"	"Tsagaan tokhoi"	2013	2	2	"F"
13	"2013_2"	"Tsagaan tokhoi"	2013	2	2	"F"
13	"2013_5"	"Tsagaan tokhoi"	2013	6	5	"F"
13	"2017_1"	"Tsagaan tokhoi"	2017	2	1	"F"
13	"2017_2"	"Tsagaan tokhoi"	2017	5	2	"F"
13	"2017_2"	"Tsagaan tokhoi"	2017	5	2	"F"
13	"2017_2"	"Tsagaan tokhoi"	2017	5	2	"F"
13	"2017_2"	"Tsagaan tokhoi"	2017	5	2	"F"
13	"2017_3"	"Tsagaan tokhoi"	2017	6	3	"F"
13	"2017_3"	"Tsagaan tokhoi"	2017	6	3	"F"
13	"2017_3"	"Tsagaan tokhoi"	2017	7	3	"F"
13	"2017_3"	"Tsagaan tokhoi"	2017	7	3	"F"
13	"2017_3"	"Tsagaan tokhoi"	2017	7	3	"F"
13	"2017_3"	"Tsagaan tokhoi"	2017	7	3	"F"
13	"2017_3"	"Tsagaan tokhoi"	2017	7	3	"F"
13	"2017_4"	"Tsagaan tokhoi"	2017	8	4	"F"
13	"2017_4"	"Tsagaan tokhoi"	2017	8	4	"F"
13	"2017_4"	"Tsagaan tokhoi"	2017	8	4	"F"
14	"2009_1"	"Mukhar zadgai "	2009	2	1	"M"
14	"2009_1"	"Mukhar zadgai "	2009	2	1	"M"
14	"2009_1"	"Mukhar zadgai "	2009	2	1	"M"
14	"2009_1"	"Mukhar zadgai "	2009	2	1	"M"
14	"2009_1"	"Mukhar zadgai "	2009	2	1	"M"
